Entity,Realized to Finished,Realized to Finished,Realized to Finished,Realized to Finished,Realized to Finished,Realized to Finished,Realized to Finished,Realized to  Completed,Realized to  Completed,Realized to  Completed,Realized to  Completed,Realized to  Completed,Realized to  Completed,Realized to  Completed,Country
RUHUNA,257.14,200.0%,0.0%,0.0%,100.0%,0.0%,0.0%,128.57,133.33%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
COLOMBO CENTRAL,180.0,185.71%,0.0%,0.0%,0.0%,100.0%,150.0%,70.0,85.71%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
USJ,181.82,177.78%,0.0%,0.0%,100.0%,0.0%,100.0%,27.27,22.22%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
SLIIT,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
RAJARATA,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
NIBM,150.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sri Lanka
Muscat City,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sultanate of Oman
Universities of Swaziland,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Swaziland
Linköping,100.0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
Gothenburg,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
Lund,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
STOCKHOLM,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
Sweden MC,700.0,0.0%,700.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
Uppsala,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Sweden
BASEL - National Office,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
BERN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
FRIBOURG,500.0,0.0%,0.0%,0.0%,400.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
GENEVA,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
LAUSANNE,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
LUCERNE - National Office,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
Lugano,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
National Office Switzerland,266.67,0.0%,266.67%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
ST GALLEN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
ZURICH,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Switzerland
Taiwan THU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan FCU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan CCU,150.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.67,16.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan YZU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NTU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan WZU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NTHU,400.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCHU,300.0,200.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan MC,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCKU,120.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCCU,300.0,300.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NCTU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan SCU,200.0,200.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NTPU,150.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan NSYSU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Taiwan FJU,166.67,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Taiwan
Dushanbe,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
DUSHANBE,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KHUJAND,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tajikistan
KILIMANJARO,133.33,133.33%,0.0%,0.0%,0.0%,0.0%,0.0%,16.67,16.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
MC Tanzania,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC In MZUMBE,266.67,266.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
AIESEC in SAUT,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions CBE,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Expansions IAA,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
IFM - INSTITUTE OF FINANCE MANAGEMENT,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDOM,300.0,300.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
UDSM,700.0,500.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tanzania
Assumption University,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Thailand
Bangkok University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chiang Mai University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Chulalongkorn University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Kasetsart University,600.0,600.0%,0.0%,0.0%,0.0%,0.0%,0.0%,500.0,500.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Mahidol University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
MC (AIESEC in Thailand),200.0,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Official Expansion Thailand,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Silpakorn University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Stamford University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thai-Nichi Institute of Technology,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
Thammasat University,950.0,3500.0%,0.0%,0.0%,100.0%,0.0%,0.0%,700.0,2800.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
University of the Thai Chamber of Commerce (UTCC),0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Thailand
AMSTERDAM,130.77,0.0%,150.0%,0.0%,137.5%,100.0%,0.0%,23.08,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,The Netherlands
DELFT,200.0,0.0%,0.0%,0.0%,112.5%,0.0%,0.0%,25.0,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,The Netherlands
GRONINGEN,145.45,0.0%,300.0%,0.0%,122.22%,200.0%,0.0%,18.18,0.0%,0.0%,0.0%,11.11%,100.0%,0.0%,The Netherlands
LEIDEN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
MAASTRICHT,157.14,0.0%,166.67%,0.0%,166.67%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
MC The Netherlands,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
NIJMEGEN,187.5,0.0%,0.0%,0.0%,125.0%,0.0%,0.0%,25.0,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,The Netherlands
ROTTERDAM,200.0,0.0%,0.0%,0.0%,150.0%,100.0%,0.0%,50.0,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,The Netherlands
TILBURG,225.0,0.0%,300.0%,0.0%,0.0%,100.0%,0.0%,50.0,0.0%,50.0%,0.0%,0.0%,50.0%,0.0%,The Netherlands
Twente,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
UTRECHT,200.0,0.0%,140.0%,0.0%,350.0%,0.0%,0.0%,71.43,0.0%,0.0%,0.0%,250.0%,0.0%,0.0%,The Netherlands
Wageningen,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,The Netherlands
ESIG-GS (EXPANSION),0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
UNIVERSITE DE KARA,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
Université de Lomé,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Togo
BARDO,181.82,0.0%,150.0%,0.0%,100.0%,157.14%,550.0%,27.27,0.0%,0.0%,0.0%,50.0%,21.43%,50.0%,Tunisia
Bizerte,400.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,200.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Carthage,360.0,200.0%,0.0%,100.0%,166.67%,350.0%,666.67%,30.0,100.0%,0.0%,0.0%,66.67%,0.0%,0.0%,Tunisia
HADRUMET,458.33,0.0%,0.0%,0.0%,125.0%,400.0%,1000.0%,25.0,0.0%,0.0%,0.0%,50.0%,20.0%,0.0%,Tunisia
Virtual Expansion (MC Tunisia),100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Virtual Expansion MC Tunisia,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
MEDINA,255.56,0.0%,0.0%,0.0%,175.0%,250.0%,366.67%,66.67,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,Tunisia
NABEL,275.0,100.0%,100.0%,0.0%,0.0%,200.0%,0.0%,50.0,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,Tunisia
RUSPINA,309.09,200.0%,166.67%,0.0%,0.0%,0.0%,300.0%,81.82,150.0%,100.0%,0.0%,0.0%,0.0%,16.67%,Tunisia
SFAX,200.0,200.0%,0.0%,0.0%,100.0%,300.0%,200.0%,71.43,166.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
Tacapes,300.0,0.0%,0.0%,0.0%,0.0%,0.0%,200.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
THYNA,133.33,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,66.67,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Tunisia
UNIVERSITY,225.0,0.0%,100.0%,150.0%,150.0%,450.0%,300.0%,56.25,0.0%,33.33%,50.0%,100.0%,50.0%,40.0%,Tunisia
ISTANBUL ASIA,197.14,123.08%,100.0%,316.67%,133.33%,0.0%,100.0%,51.43,69.23%,33.33%,8.33%,83.33%,0.0%,0.0%,Turkey
ISPARTA,900.0,800.0%,0.0%,0.0%,0.0%,0.0%,0.0%,700.0,600.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ESKISEHIR,475.0,100.0%,500.0%,0.0%,0.0%,0.0%,0.0%,125.0,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ANTALYA,120.0,120.0%,150.0%,0.0%,133.33%,100.0%,0.0%,60.0,40.0%,50.0%,0.0%,116.67%,0.0%,0.0%,Turkey
KOCAELI,243.59,127.27%,120.0%,421.43%,266.67%,100.0%,0.0%,41.03,45.45%,10.0%,21.43%,200.0%,100.0%,0.0%,Turkey
DENIZLI,160.0,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,60.0,75.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ISTANBUL,251.28,140.0%,307.69%,266.67%,500.0%,225.0%,0.0%,102.56,86.67%,46.15%,0.0%,475.0%,50.0%,0.0%,Turkey
ANKARA,191.3,126.67%,200.0%,333.33%,700.0%,200.0%,200.0%,91.3,93.33%,0.0%,0.0%,600.0%,100.0%,0.0%,Turkey
BURSA,266.67,100.0%,171.43%,680.0%,400.0%,0.0%,0.0%,75.0,72.73%,14.29%,80.0%,300.0%,0.0%,0.0%,Turkey
ISTANBUL WEST,320.83,120.0%,528.57%,350.0%,220.0%,200.0%,0.0%,58.33,40.0%,0.0%,16.67%,220.0%,0.0%,0.0%,Turkey
GAZIANTEP,614.29,200.0%,0.0%,800.0%,100.0%,0.0%,0.0%,71.43,150.0%,0.0%,25.0%,100.0%,0.0%,0.0%,Turkey
KONYA,280.0,0.0%,450.0%,300.0%,100.0%,0.0%,0.0%,20.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Turkey
EASTERN MEDITERRANEAN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
TRABZON,350.0,0.0%,0.0%,600.0%,0.0%,0.0%,100.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
ADANA,242.86,157.14%,300.0%,316.67%,0.0%,0.0%,0.0%,64.29,114.29%,100.0%,0.0%,0.0%,0.0%,0.0%,Turkey
SAKARYA,320.0,0.0%,0.0%,366.67%,250.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,250.0%,0.0%,0.0%,Turkey
AIESEC Turkey,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
MC Turkey,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
İZMİR,190.0,100.0%,400.0%,333.33%,183.33%,100.0%,100.0%,90.0,28.57%,50.0%,66.67%,183.33%,100.0%,100.0%,Turkey
MC Turkey II,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
KUTAHYA,100.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Turkey
"Cavendish University, Kampala",0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
MUBS,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Kasese,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
IUEA,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Kasese LC,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
MC uganda,266.67,233.33%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Makerere University Kampala,166.67,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
CAVENDISH UNIVERSITY,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Kasese,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
UCU,116.67,116.67%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,66.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
CAVENDISH UNIVERSITY,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Makerere University,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
Kasese LC,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
UMU,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
KYAMBOGO,133.33,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
NDEJJE,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Uganda
LVIV,233.33,0.0%,0.0%,0.0%,220.0%,200.0%,0.0%,166.67,0.0%,0.0%,0.0%,180.0%,100.0%,0.0%,Ukraine
Kyiv Universities,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
KROPYVNYTSKYI,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
MC Ukraine,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
ODESA,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,Ukraine
IVANO-FRANKIVSK,133.33,0.0%,0.0%,0.0%,140.0%,100.0%,0.0%,100.0,0.0%,0.0%,0.0%,120.0%,0.0%,0.0%,Ukraine
KYIV,333.33,0.0%,0.0%,0.0%,300.0%,325.0%,0.0%,133.33,0.0%,0.0%,0.0%,200.0%,100.0%,0.0%,Ukraine
KHARKIV,171.43,0.0%,0.0%,0.0%,120.0%,300.0%,0.0%,85.71,0.0%,0.0%,0.0%,80.0%,100.0%,0.0%,Ukraine
VINNYTSIA,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
DNIPRO,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
CHERNIVTSI,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ukraine
TERNOPIL,120.0,0.0%,0.0%,0.0%,120.0%,0.0%,0.0%,80.0,0.0%,0.0%,0.0%,80.0%,0.0%,0.0%,Ukraine
Abu Dhabi (Expansion),0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
AUD,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
Dubai,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
ECB,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
Sharjah,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
UAE (MC),300.0,0.0%,300.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Arab Emirates
WARWICK,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
IMPERIAL COLLEGE LONDON,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
KING'S COLLEGE LONDON,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
EDINBURGH,200.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
ABERDEEN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
LEEDS,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
UCL,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
GLASGOW,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
LSE,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
NOTTINGHAM,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
Cardiff,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
London - MC UK,700.0,0.0%,650.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
MANCHESTER,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
BRISTOL,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United Kingdom
OHIO,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United States
NORTHWESTERN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United States
MICHIGAN,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,United States
